"publisher","publisher__URI","videogame","videogame__URI","genre","genre__URI","platform","platform__URI","releaseDate"
"Ubisoftt","http://dbpedia.org/resource/Ubisoft","Uno (video game)","http://dbpedia.org/resource/Uno_(video_game)","Card game","http://dbpedia.org/resource/Card_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2006-05-09"
"Ubissoft","http://dbpedia.org/resource/Ubisoft","Uno (video game)","http://dbpedia.org/resource/Uno_(video_game)","Card game","http://dbpedia.org/resource/Card_game","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","2008-11-14"
"Ubisoftt","http://dbpedia.org/resource/Ubisoft","Uno (video game)","http://dbpedia.org/resource/Uno_(video_game)","Card game","http://dbpedia.org/resource/Card_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2009-10-01"
"Gamelooft","http://dbpedia.org/resource/Gameloft","Uno (video game)","http://dbpedia.org/resource/Uno_(video_game)","Card game","http://dbpedia.org/resource/Card_game","Xboxx OOne","http://dbpedia.org/resource/Xbox_One","2006-05-09"
"Gameloftt","http://dbpedia.org/resource/Gameloft","Uno (video game)","http://dbpedia.org/resource/Uno_(video_game)","Card game","http://dbpedia.org/resource/Card_game","XXbox One","http://dbpedia.org/resource/Xbox_One","2008-11-14"
"Gameloft","http://dbpedia.org/resource/Gameloft","Uno (video game)","http://dbpedia.org/resource/Uno_(video_game)","Card game","http://dbpedia.org/resource/Card_game","Xbbox One","http://dbpedia.org/resource/Xbox_One","2009-10-01"
"Activisionn","http://dbpedia.org/resource/Activision","Prototype (video game)","http://dbpedia.org/resource/Prototype_(video_game)","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2009-06-09"
"Microsoft Studios","http://dbpedia.org/resource/Microsoft_Studios","Grabbed by the Ghoulies","http://dbpedia.org/resource/Grabbed_by_the_Ghoulies","Beat 'em up","http://dbpedia.org/resource/Beat_'em_up","XXbox One","http://dbpedia.org/resource/Xbox_One","2009-02-16"
"Microsoft Studios","http://dbpedia.org/resource/Microsoft_Studios","Grabbed by the Ghoulies","http://dbpedia.org/resource/Grabbed_by_the_Ghoulies","Action adventure game","http://dbpedia.org/resource/Action_adventure_game","Xbox  Onee","http://dbpedia.org/resource/Xbox_One","2009-02-16"
"Nintendo","http://dbpedia.org/resource/Nintendo","Killer Instinct 2","http://dbpedia.org/resource/Killer_Instinct_2","Fighting game","http://dbpedia.org/resource/Fighting_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1996-11-25"
"Midway Games","http://dbpedia.org/resource/Midway_Games","Killer Instinct 2","http://dbpedia.org/resource/Killer_Instinct_2","Fighting game","http://dbpedia.org/resource/Fighting_game","Xbox  One","http://dbpedia.org/resource/Xbox_One","1996-11-25"
"Ubisoft","http://dbpedia.org/resource/Ubisoft","Assassin's Creed II","http://dbpedia.org/resource/Assassin's_Creed_II","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","2009-11-17"
"Microsoftt Studios","http://dbpedia.org/resource/Microsoft_Studios","Halo 3: ODST","http://dbpedia.org/resource/Halo_3:_ODST","First-person shooter","http://dbpedia.org/resource/First-person_shooter","Xbox Onne","http://dbpedia.org/resource/Xbox_One","2009-09-22"
"Electronic Artss","http://dbpedia.org/resource/Electronic_Arts","NBA Live 14","http://dbpedia.org/resource/NBA_Live_14","Sports game","http://dbpedia.org/resource/Sports_game","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","1929-11-13"
"2K Gamess","http://dbpedia.org/resource/2K_Games","Borderlands: The Handsome Collection","http://dbpedia.org/resource/Borderlands:_The_Handsome_Collection","Action role-playing video game","http://dbpedia.org/resource/Action_role-playing_video_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1927-03-15"
"2K Gamess","http://dbpedia.org/resource/2K_Games","Borderlands: The Handsome Collection","http://dbpedia.org/resource/Borderlands:_The_Handsome_Collection","First-person shooter","http://dbpedia.org/resource/First-person_shooter","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","1927-03-15"
"Disney Interactive Studios","http://dbpedia.org/resource/Disney_Interactive_Studios","Disney Infinity","http://dbpedia.org/resource/Disney_Infinity","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Xbox One","http://dbpedia.org/resource/Xbox_One","1923-08-13"
"Disney Interactive Studios","http://dbpedia.org/resource/Disney_Interactive_Studios","Disney Infinity","http://dbpedia.org/resource/Disney_Infinity","Sandbox mode","http://dbpedia.org/resource/Sandbox_mode","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","1923-08-13"
"Disney Interactive Studios","http://dbpedia.org/resource/Disney_Interactive_Studios","Disney Infinity","http://dbpedia.org/resource/Disney_Infinity","Toys-to-life","http://dbpedia.org/resource/Toys-to-life","Xboxx One","http://dbpedia.org/resource/Xbox_One","1923-08-13"
"Klei Entertainment","http://dbpedia.org/resource/Klei_Entertainment","Don't Starve","http://dbpedia.org/resource/Don't_Starve","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1924-06-15"
"Klei Entertainmentt","http://dbpedia.org/resource/Klei_Entertainment","Don't Starve","http://dbpedia.org/resource/Don't_Starve","Survival game","http://dbpedia.org/resource/Survival_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1924-06-15"
"EA Sports","http://dbpedia.org/resource/EA_Sports","FIFA 14","http://dbpedia.org/resource/FIFA_14","Sports game","http://dbpedia.org/resource/Sports_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1924-09-13"
"Deep Silverr","http://dbpedia.org/resource/Deep_Silver","Saints Row IV","http://dbpedia.org/resource/Saints_Row_IV","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1923-01-15"
"2K Sports","http://dbpedia.org/resource/2K_Sports","WWE 2K15","http://dbpedia.org/resource/WWE_2K15","Fighting game","http://dbpedia.org/resource/Fighting_game","Xboox Onee","http://dbpedia.org/resource/Xbox_One","1921-11-14"
"2K Spoorts","http://dbpedia.org/resource/2K_Sports","WWE 2K15","http://dbpedia.org/resource/WWE_2K15","Fighting game","http://dbpedia.org/resource/Fighting_game","Xbox One","http://dbpedia.org/resource/Xbox_One","1931-10-14"
"Diigital Extremes","http://dbpedia.org/resource/Digital_Extremes","Warframe","http://dbpedia.org/resource/Warframe","Third-person shooter","http://dbpedia.org/resource/Third-person_shooter","Xbox  One","http://dbpedia.org/resource/Xbox_One","1929-11-13"
"Deep Silver","http://dbpedia.org/resource/Deep_Silver","Saints Row: Gat out of Hell","http://dbpedia.org/resource/Saints_Row:_Gat_out_of_Hell","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1923-01-15"
"EA Sportss","http://dbpedia.org/resource/EA_Sports","Madden NFL 25","http://dbpedia.org/resource/Madden_NFL_25","Sports video game","http://dbpedia.org/resource/Sports_video_game","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","1929-11-13"
"2K Sportss","http://dbpedia.org/resource/2K_Sports","NBA 2K14","http://dbpedia.org/resource/NBA_2K14","Sports game","http://dbpedia.org/resource/Sports_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1922-11-13"
"2K Sports","http://dbpedia.org/resource/2K_Sports","NBA 2K14","http://dbpedia.org/resource/NBA_2K14","Sports game","http://dbpedia.org/resource/Sports_game","Xbox One","http://dbpedia.org/resource/Xbox_One","1929-11-13"
"Deep Siilver","http://dbpedia.org/resource/Deep_Silver","Mighty No. 9","http://dbpedia.org/resource/Mighty_No._9","Action game","http://dbpedia.org/resource/Action_game","Xbox One","http://dbpedia.org/resource/Xbox_One","1924-06-16"
"Deep Silver","http://dbpedia.org/resource/Deep_Silver","Mighty No. 9","http://dbpedia.org/resource/Mighty_No._9","Platform game","http://dbpedia.org/resource/Platform_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1924-06-16"
"THQQ","http://dbpedia.org/resource/THQ","Metro 2033 (video game)","http://dbpedia.org/resource/Metro_2033_(video_game)","First-person shooter","http://dbpedia.org/resource/First-person_shooter","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","1929-08-14"
"Deep Silverr","http://dbpedia.org/resource/Deep_Silver","Metro 2033 (video game)","http://dbpedia.org/resource/Metro_2033_(video_game)","First-person shooter","http://dbpedia.org/resource/First-person_shooter","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","1929-08-14"
"THQQ","http://dbpedia.org/resource/THQ","Metro 2033 (video game)","http://dbpedia.org/resource/Metro_2033_(video_game)","Survival horror","http://dbpedia.org/resource/Survival_horror","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","1929-08-14"
"Deep Silver","http://dbpedia.org/resource/Deep_Silver","Metro 2033 (video game)","http://dbpedia.org/resource/Metro_2033_(video_game)","Survival horror","http://dbpedia.org/resource/Survival_horror","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1929-08-14"
"Activision","http://dbpedia.org/resource/Activision","Prototype 2","http://dbpedia.org/resource/Prototype_2","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Xbox  One","http://dbpedia.org/resource/Xbox_One","1927-07-12"
"2K Gamess","http://dbpedia.org/resource/2K_Games","XCOM 2","http://dbpedia.org/resource/XCOM_2","Turn-based tactics","http://dbpedia.org/resource/Turn-based_tactics","Xbox Onnee","http://dbpedia.org/resource/Xbox_One","1930-09-16"
"Focus Home Interactivee","http://dbpedia.org/resource/Focus_Home_Interactive","Contrast (video game)","http://dbpedia.org/resource/Contrast_(video_game)","Puzzle game","http://dbpedia.org/resource/Puzzle_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1929-11-13"
"Focuss Home Interactive","http://dbpedia.org/resource/Focus_Home_Interactive","Contrast (video game)","http://dbpedia.org/resource/Contrast_(video_game)","Platform game","http://dbpedia.org/resource/Platform_game","Xboxx Onne","http://dbpedia.org/resource/Xbox_One","1929-11-13"
"Capcom","http://dbpedia.org/resource/Capcom","Dead Rising (video game)","http://dbpedia.org/resource/Dead_Rising_(video_game)","Beat 'em up","http://dbpedia.org/resource/Beat_'em_up","Xbox One","http://dbpedia.org/resource/Xbox_One","2006-08-08"
"Cappcom","http://dbpedia.org/resource/Capcom","Dead Rising (video game)","http://dbpedia.org/resource/Dead_Rising_(video_game)","Survival horror","http://dbpedia.org/resource/Survival_horror","Xbox One","http://dbpedia.org/resource/Xbox_One","2006-08-08"
"CCapcom","http://dbpedia.org/resource/Capcom","Devil May Cry 4","http://dbpedia.org/resource/Devil_May_Cry_4","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1923-06-15"
"Capcomm","http://dbpedia.org/resource/Capcom","Devil May Cry 4","http://dbpedia.org/resource/Devil_May_Cry_4","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","2008-01-31"
"Capcomm","http://dbpedia.org/resource/Capcom","Devil May Cry 4","http://dbpedia.org/resource/Devil_May_Cry_4","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2008-07-08"
"Capcom","http://dbpedia.org/resource/Capcom","Devil May Cry 4","http://dbpedia.org/resource/Devil_May_Cry_4","Hack and slash","http://dbpedia.org/resource/Hack_and_slash","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1923-06-15"
"Capcom","http://dbpedia.org/resource/Capcom","Devil May Cry 4","http://dbpedia.org/resource/Devil_May_Cry_4","Hack and slash","http://dbpedia.org/resource/Hack_and_slash","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","2008-01-31"
"Capcomm","http://dbpedia.org/resource/Capcom","Devil May Cry 4","http://dbpedia.org/resource/Devil_May_Cry_4","Hack and slash","http://dbpedia.org/resource/Hack_and_slash","Xbox One","http://dbpedia.org/resource/Xbox_One","2008-07-08"
"Capcomm","http://dbpedia.org/resource/Capcom","Resident Evil 5","http://dbpedia.org/resource/Resident_Evil_5","Third-person shooter","http://dbpedia.org/resource/Third-person_shooter","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2009-03-05"
"Cappcom","http://dbpedia.org/resource/Capcom","Resident Evil 5","http://dbpedia.org/resource/Resident_Evil_5","Survival horror","http://dbpedia.org/resource/Survival_horror","Xbox One","http://dbpedia.org/resource/Xbox_One","2009-03-05"
"Capcom","http://dbpedia.org/resource/Capcom","Resident Evil Zero","http://dbpedia.org/resource/Resident_Evil_Zero","Survival horror","http://dbpedia.org/resource/Survival_horror","Xbox Onnee","http://dbpedia.org/resource/Xbox_One","2002-11-12"
"Image & Formm","http://dbpedia.org/resource/Image_&_Form","SteamWorld Heist","http://dbpedia.org/resource/SteamWorld_Heist","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Xboxx Onee","http://dbpedia.org/resource/Xbox_One","1930-09-16"
"Image & Formm","http://dbpedia.org/resource/Image_&_Form","SteamWorld Heist","http://dbpedia.org/resource/SteamWorld_Heist","Turn-based strategy","http://dbpedia.org/resource/Turn-based_strategy","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1930-09-16"
"Telltale Games","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Michonne","http://dbpedia.org/resource/The_Walking_Dead:_Michonne","Graphic adventure game","http://dbpedia.org/resource/Graphic_adventure_game","Xbox One","http://dbpedia.org/resource/Xbox_One","1929-03-02"
"Telltale  Games","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Michonne","http://dbpedia.org/resource/The_Walking_Dead:_Michonne","Interactive movie","http://dbpedia.org/resource/Interactive_movie","Xbox Onne","http://dbpedia.org/resource/Xbox_One","1929-03-02"
"Microsoft Studios","http://dbpedia.org/resource/Microsoft_Studios","Hexic","http://dbpedia.org/resource/Hexic","Puzzle video game","http://dbpedia.org/resource/Puzzle_video_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2005-11-16"
"Microsoft Studios","http://dbpedia.org/resource/Microsoft_Studios","Hexic","http://dbpedia.org/resource/Hexic","Puzzle video game","http://dbpedia.org/resource/Puzzle_video_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2009-03-27"
"Blue Isle Studioss","http://dbpedia.org/resource/Blue_Isle_Studios","Slender: The Arrival","http://dbpedia.org/resource/Slender:_The_Arrival","Survival horror","http://dbpedia.org/resource/Survival_horror","Xbox One","http://dbpedia.org/resource/Xbox_One","1924-09-14"
"Telltale Games","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Season Two","http://dbpedia.org/resource/The_Walking_Dead:_Season_Two","Graphic adventure game","http://dbpedia.org/resource/Graphic_adventure_game","Xboxx Onee","http://dbpedia.org/resource/Xbox_One","1923-07-14"
"Telltale Games","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Season Two","http://dbpedia.org/resource/The_Walking_Dead:_Season_Two","Graphic adventure game","http://dbpedia.org/resource/Graphic_adventure_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1927-08-14"
"Telltale Gamess","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Season Two","http://dbpedia.org/resource/The_Walking_Dead:_Season_Two","Graphic adventure game","http://dbpedia.org/resource/Graphic_adventure_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1931-10-14"
"Telltale Gamess","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Season Two","http://dbpedia.org/resource/The_Walking_Dead:_Season_Two","Interactive movie","http://dbpedia.org/resource/Interactive_movie","Xboox Onee","http://dbpedia.org/resource/Xbox_One","1923-07-14"
"Telltale Games","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Season Two","http://dbpedia.org/resource/The_Walking_Dead:_Season_Two","Interactive movie","http://dbpedia.org/resource/Interactive_movie","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1927-08-14"
"Telltale Gamess","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Season Two","http://dbpedia.org/resource/The_Walking_Dead:_Season_Two","Interactive movie","http://dbpedia.org/resource/Interactive_movie","Xbox Onnee","http://dbpedia.org/resource/Xbox_One","1931-10-14"
"Telltale  Games","http://dbpedia.org/resource/Telltale_Games","The Walking Dead (video game)","http://dbpedia.org/resource/The_Walking_Dead_(video_game)","Graphic adventure game","http://dbpedia.org/resource/Graphic_adventure_game","XXbox One","http://dbpedia.org/resource/Xbox_One","1925-04-12"
"Telltale Gamess","http://dbpedia.org/resource/Telltale_Games","The Walking Dead (video game)","http://dbpedia.org/resource/The_Walking_Dead_(video_game)","Interactive movie","http://dbpedia.org/resource/Interactive_movie","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1925-04-12"
"Activisionn","http://dbpedia.org/resource/Activision","Marvel: Ultimate Alliance 2","http://dbpedia.org/resource/Marvel:_Ultimate_Alliance_2","Action role-playing game","http://dbpedia.org/resource/Action_role-playing_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2009-09-15"
"505 Games","http://dbpedia.org/resource/505_Games","Brunswick Pro Bowling","http://dbpedia.org/resource/Brunswick_Pro_Bowling","Bowling","http://dbpedia.org/resource/Bowling","Xbox  Onne","http://dbpedia.org/resource/Xbox_One","1921-09-07"
"Kalypso Media","http://dbpedia.org/resource/Kalypso_Media","Tropico 5","http://dbpedia.org/resource/Tropico_5","Construction and management simulation","http://dbpedia.org/resource/Construction_and_management_simulation","Xbox One","http://dbpedia.org/resource/Xbox_One","1927-05-16"
"Eidos Interactive","http://dbpedia.org/resource/Eidos_Interactive","Battlestations: Midway","http://dbpedia.org/resource/Battlestations:_Midway","Real-time tactics","http://dbpedia.org/resource/Real-time_tactics","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","2007-01-30"
"2K Gamess","http://dbpedia.org/resource/2K_Games","Borderlands 2","http://dbpedia.org/resource/Borderlands_2","Action role-playing video game","http://dbpedia.org/resource/Action_role-playing_video_game","Xbox One","http://dbpedia.org/resource/Xbox_One","1930-05-14"
"Electronic Artss","http://dbpedia.org/resource/Electronic_Arts","Plants vs. Zombies: Garden Warfare","http://dbpedia.org/resource/Plants_vs._Zombies:_Garden_Warfare","Third-person shooter","http://dbpedia.org/resource/Third-person_shooter","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1927-06-14"
"Feral Interactive","http://dbpedia.org/resource/Feral_Interactive","Battlestations: Midway","http://dbpedia.org/resource/Battlestations:_Midway","Real-time tactics","http://dbpedia.org/resource/Real-time_tactics","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2007-01-30"
"EA Sports","http://dbpedia.org/resource/EA_Sports","Madden NFL 15","http://dbpedia.org/resource/Madden_NFL_15","Sports video game","http://dbpedia.org/resource/Sports_video_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1929-08-14"
"505 Gamess","http://dbpedia.org/resource/505_Games","Brunswick Pro Bowling","http://dbpedia.org/resource/Brunswick_Pro_Bowling","Sports","http://dbpedia.org/resource/Sports","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","1921-09-07"
"Night Light Interactive","http://dbpedia.org/resource/Night_Light_Interactive","Whispering Willows","http://dbpedia.org/resource/Whispering_Willows","Adventure game","http://dbpedia.org/resource/Adventure_game","Xbox One","http://dbpedia.org/resource/Xbox_One","1930-06-15"
"Koeii","http://dbpedia.org/resource/Koei","Bladestorm: The Hundred Years' War","http://dbpedia.org/resource/Bladestorm:_The_Hundred_Years'_War","Real-time tactics","http://dbpedia.org/resource/Real-time_tactics","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2007-10-25"
"Electrronic Arts","http://dbpedia.org/resource/Electronic_Arts","Plants vs. Zombies: Garden Warfare 2","http://dbpedia.org/resource/Plants_vs._Zombies:_Garden_Warfare_2","Tower defense","http://dbpedia.org/resource/Tower_defense","Xbox OOne","http://dbpedia.org/resource/Xbox_One","1925-02-16"
"Eidos Interactivee","http://dbpedia.org/resource/Eidos_Interactive","Battlestations: Midway","http://dbpedia.org/resource/Battlestations:_Midway","Action game","http://dbpedia.org/resource/Action_game","Xbox Onnee","http://dbpedia.org/resource/Xbox_One","2007-01-30"
"Crave Entertainment","http://dbpedia.org/resource/Crave_Entertainment","Brunswick Pro Bowling","http://dbpedia.org/resource/Brunswick_Pro_Bowling","Bowling","http://dbpedia.org/resource/Bowling","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","1921-09-07"
"2K Gamess","http://dbpedia.org/resource/2K_Games","Borderlands 2","http://dbpedia.org/resource/Borderlands_2","First-person shooter","http://dbpedia.org/resource/First-person_shooter","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1930-05-14"
"Feral Interactivee","http://dbpedia.org/resource/Feral_Interactive","Battlestations: Midway","http://dbpedia.org/resource/Battlestations:_Midway","Action game","http://dbpedia.org/resource/Action_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2007-01-30"
"Loot Interactive","http://dbpedia.org/resource/Loot_Interactive","Whispering Willows","http://dbpedia.org/resource/Whispering_Willows","Adventure game","http://dbpedia.org/resource/Adventure_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1930-06-15"
"Koeii","http://dbpedia.org/resource/Koei","Bladestorm: The Hundred Years' War","http://dbpedia.org/resource/Bladestorm:_The_Hundred_Years'_War","Real-time tactics","http://dbpedia.org/resource/Real-time_tactics","Xbox Oneee","http://dbpedia.org/resource/Xbox_One","2007-08-30"
"Activission","http://dbpedia.org/resource/Activision","Marvel: Ultimate Alliance 2","http://dbpedia.org/resource/Marvel:_Ultimate_Alliance_2","Action role-playing game","http://dbpedia.org/resource/Action_role-playing_game","Xbox  Onee","http://dbpedia.org/resource/Xbox_One","2009-09-22"
"Kalypso Media","http://dbpedia.org/resource/Kalypso_Media","Tropico 5","http://dbpedia.org/resource/Tropico_5","Government simulation game","http://dbpedia.org/resource/Government_simulation_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1927-05-16"
"Crave Entertainment","http://dbpedia.org/resource/Crave_Entertainment","Brunswick Pro Bowling","http://dbpedia.org/resource/Brunswick_Pro_Bowling","Sports","http://dbpedia.org/resource/Sports","Xbox One","http://dbpedia.org/resource/Xbox_One","1921-09-07"
"Activisionn","http://dbpedia.org/resource/Activision","Marvel: Ultimate Alliance 2","http://dbpedia.org/resource/Marvel:_Ultimate_Alliance_2","Action role-playing game","http://dbpedia.org/resource/Action_role-playing_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1925-09-09"
"Koeii","http://dbpedia.org/resource/Koei","Bladestorm: The Hundred Years' War","http://dbpedia.org/resource/Bladestorm:_The_Hundred_Years'_War","Real-time tactics","http://dbpedia.org/resource/Real-time_tactics","Xbox Onee","http://dbpedia.org/resource/Xbox_One","2003-03-15"
"EA Sportss","http://dbpedia.org/resource/EA_Sports","NBA Live 15","http://dbpedia.org/resource/NBA_Live_15","Sports game","http://dbpedia.org/resource/Sports_game","Xbox Onee","http://dbpedia.org/resource/Xbox_One","1931-10-14"
